type,link,pair,PRODUCT NUMBER,ALCOHOL,SUGAR,ACIDS,ENERGY,PRICE / LITRE,MORE INFORMATION,ADDITIONAL INFORMATION,INGREDIENTS DECLARED BY THE PRODUCER,PACKAGING,CLOSURE,PRODUCER,SUPPLIER,SELECTION,text,topNotch,tips
sparkling,"https://www.alko.fi/en/products/952207/Drappier-Carte-d-Or-Champagne-Brut-2002/ 
","chicken, turkey",952207,12.0%,8.0 g/l,4.9 g/l,70.0 Kcal / 100ml,99.99 EUR,,,Contains sulphites,bottle,natural cork,Drappier,CISA Drinks Oy,sale-to-order selection,"Very dry or dry. A full-bodied and toasty bouquet. Thanks to their rich spiciness and balanced acidity, these wines also make an ideal accompaniment to stronger dishes, such as pork, veal, game birds and seafood.","Brut, acidic, fruity, citrus notes, herbal notes","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal."
sparkling,"https://www.alko.fi/en/products/952207/Drappier-Carte-d-Or-Champagne-Brut-2002/ 
",fatty fish,952207,12.0%,8.0 g/l,4.9 g/l,70.0 Kcal / 100ml,99.99 EUR,,,Contains sulphites,bottle,natural cork,Drappier,CISA Drinks Oy,sale-to-order selection,"Very dry or dry. A full-bodied and toasty bouquet. Thanks to their rich spiciness and balanced acidity, these wines also make an ideal accompaniment to stronger dishes, such as pork, veal, game birds and seafood.","Brut, acidic, fruity, citrus notes, herbal notes","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal."
sparkling,"https://www.alko.fi/en/products/537087/Verrocchio-Prosecco-Brut/ 
",sushi,537087,11.0%,11.0 g/l,5.4 g/l,70.0 Kcal / 100ml,15.19 EUR,,,Contains sulphites,bottle,natural cork,Verrocchio,Nordic Cellars,general selection,"Sweetness varies from very dry to medium-sweet. They are light and easy to drink, yet balanced with a delicate acidity. Excellent all-round wines for socialising and buffets, or to accompany vegetable and fish dishes.","Brut, medium acidic, light pear notes, apricot notes, slightly spicy","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal."
sparkling,"https://www.alko.fi/en/products/537087/Verrocchio-Prosecco-Brut/ 
",party wine,537087,11.0%,11.0 g/l,5.4 g/l,70.0 Kcal / 100ml,15.19 EUR,,,Contains sulphites,bottle,natural cork,Verrocchio,Nordic Cellars,general selection,"Sweetness varies from very dry to medium-sweet. They are light and easy to drink, yet balanced with a delicate acidity. Excellent all-round wines for socialising and buffets, or to accompany vegetable and fish dishes.","Brut, medium acidic, light pear notes, apricot notes, slightly spicy","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal."
sparkling,"https://www.alko.fi/en/products/537087/Verrocchio-Prosecco-Brut/ 
","salads, vegetarian food",537087,11.0%,11.0 g/l,5.4 g/l,70.0 Kcal / 100ml,15.19 EUR,,,Contains sulphites,bottle,natural cork,Verrocchio,Nordic Cellars,general selection,"Sweetness varies from very dry to medium-sweet. They are light and easy to drink, yet balanced with a delicate acidity. Excellent all-round wines for socialising and buffets, or to accompany vegetable and fish dishes.","Brut, medium acidic, light pear notes, apricot notes, slightly spicy","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal."
sparkling,"https://www.alko.fi/en/products/537087/Verrocchio-Prosecco-Brut/ 
",tapas and antipasti,537087,11.0%,11.0 g/l,5.4 g/l,70.0 Kcal / 100ml,15.19 EUR,,,Contains sulphites,bottle,natural cork,Verrocchio,Nordic Cellars,general selection,"Sweetness varies from very dry to medium-sweet. They are light and easy to drink, yet balanced with a delicate acidity. Excellent all-round wines for socialising and buffets, or to accompany vegetable and fish dishes.","Brut, medium acidic, light pear notes, apricot notes, slightly spicy","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal."
sparkling,"https://www.alko.fi/en/products/585747/Br-ndlmayer-Extra-Brut/ 
","clams, mussels, scallops and oysters",585747,12.0%,3.0 g/l,7.5 g/l,70.0 Kcal / 100ml,43.93 EUR,,,Contains sulphites,bottle,natural cork,Bründlmayer,Alpha Beverages,limited quantity product,"Very dry or dry. A mineral-rich and refreshingly fruity bouquet. Thanks to their high acidity, these wines shine when paired with shellfish, fish, rich vegetable dishes, or white meat.","Brut, acidic, ripe citrus notes, whitecurrant notes, yellow apple notes, toasted bread notes, minerally, rich, full-bodied","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal."
sparkling,"https://www.alko.fi/en/products/585747/Br-ndlmayer-Extra-Brut/ 
",blini,585747,12.0%,3.0 g/l,7.5 g/l,70.0 Kcal / 100ml,43.93 EUR,,,Contains sulphites,bottle,natural cork,Bründlmayer,Alpha Beverages,limited quantity product,"Very dry or dry. A mineral-rich and refreshingly fruity bouquet. Thanks to their high acidity, these wines shine when paired with shellfish, fish, rich vegetable dishes, or white meat.","Brut, acidic, ripe citrus notes, whitecurrant notes, yellow apple notes, toasted bread notes, minerally, rich, full-bodied","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal."
sparkling,"https://www.alko.fi/en/products/585747/Br-ndlmayer-Extra-Brut/ 
",party wine,585747,12.0%,3.0 g/l,7.5 g/l,70.0 Kcal / 100ml,43.93 EUR,,,Contains sulphites,bottle,natural cork,Bründlmayer,Alpha Beverages,limited quantity product,"Very dry or dry. A mineral-rich and refreshingly fruity bouquet. Thanks to their high acidity, these wines shine when paired with shellfish, fish, rich vegetable dishes, or white meat.","Brut, acidic, ripe citrus notes, whitecurrant notes, yellow apple notes, toasted bread notes, minerally, rich, full-bodied","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal."
sparkling,"https://www.alko.fi/en/products/585747/Br-ndlmayer-Extra-Brut/ 
",tapas and antipasti,585747,12.0%,3.0 g/l,7.5 g/l,70.0 Kcal / 100ml,43.93 EUR,,,Contains sulphites,bottle,natural cork,Bründlmayer,Alpha Beverages,limited quantity product,"Very dry or dry. A mineral-rich and refreshingly fruity bouquet. Thanks to their high acidity, these wines shine when paired with shellfish, fish, rich vegetable dishes, or white meat.","Brut, acidic, ripe citrus notes, whitecurrant notes, yellow apple notes, toasted bread notes, minerally, rich, full-bodied","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal."
sparkling,"https://www.alko.fi/en/products/935608/Val-d-Oca-Specchio-Prosecco-Extra-Dry/ 
",buffet,935608,11.0%,14.0 g/l,5.5 g/l,70.0 Kcal / 100ml,15.85 EUR,,,Contains sulphites,bottle,natural cork,Cantina Produttori di Valdobbiadene,Amka,sale-to-order selection,"Sweetness varies from very dry to medium-sweet. Their rich fruitiness is typically balanced with a crisp acidity. Ideal for toasts, socialising and buffets, or to accompany shellfish, fish and vegetable dishes.","Dry, medium acidic, flowery, fruity","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal."
sparkling,"https://www.alko.fi/en/products/935608/Val-d-Oca-Specchio-Prosecco-Extra-Dry/ 
",party wine,935608,11.0%,14.0 g/l,5.5 g/l,70.0 Kcal / 100ml,15.85 EUR,,,Contains sulphites,bottle,natural cork,Cantina Produttori di Valdobbiadene,Amka,sale-to-order selection,"Sweetness varies from very dry to medium-sweet. Their rich fruitiness is typically balanced with a crisp acidity. Ideal for toasts, socialising and buffets, or to accompany shellfish, fish and vegetable dishes.","Dry, medium acidic, flowery, fruity","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal."
sparkling,"https://www.alko.fi/en/products/935608/Val-d-Oca-Specchio-Prosecco-Extra-Dry/ 
","salads, vegetarian food",935608,11.0%,14.0 g/l,5.5 g/l,70.0 Kcal / 100ml,15.85 EUR,,,Contains sulphites,bottle,natural cork,Cantina Produttori di Valdobbiadene,Amka,sale-to-order selection,"Sweetness varies from very dry to medium-sweet. Their rich fruitiness is typically balanced with a crisp acidity. Ideal for toasts, socialising and buffets, or to accompany shellfish, fish and vegetable dishes.","Dry, medium acidic, flowery, fruity","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal."
sparkling,"https://www.alko.fi/en/products/935608/Val-d-Oca-Specchio-Prosecco-Extra-Dry/ 
",aperitif,935608,11.0%,14.0 g/l,5.5 g/l,70.0 Kcal / 100ml,15.85 EUR,,,Contains sulphites,bottle,natural cork,Cantina Produttori di Valdobbiadene,Amka,sale-to-order selection,"Sweetness varies from very dry to medium-sweet. Their rich fruitiness is typically balanced with a crisp acidity. Ideal for toasts, socialising and buffets, or to accompany shellfish, fish and vegetable dishes.","Dry, medium acidic, flowery, fruity","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal."
sparkling,"https://www.alko.fi/en/products/509407/Yarrabank-Late-Disgorged-Brut-Nature-2010/ 
",blini,509407,12.5%,,7.1 g/l,70.0 Kcal / 100ml,38.27 EUR,,,Contains sulphites,bottle,natural cork,Yering Station,Thirsty Bear,general selection,"Very dry or dry. A full-bodied and toasty bouquet. Thanks to their rich spiciness and balanced acidity, these wines also make an ideal accompaniment to stronger dishes, such as pork, veal, game birds and seafood.","Brut, acidic, yellow plum notes, red apple notes, ripe citrus notes, minerally, brioche notes, long","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal."
sparkling,"https://www.alko.fi/en/products/509407/Yarrabank-Late-Disgorged-Brut-Nature-2010/ 
",game birds,509407,12.5%,,7.1 g/l,70.0 Kcal / 100ml,38.27 EUR,,,Contains sulphites,bottle,natural cork,Yering Station,Thirsty Bear,general selection,"Very dry or dry. A full-bodied and toasty bouquet. Thanks to their rich spiciness and balanced acidity, these wines also make an ideal accompaniment to stronger dishes, such as pork, veal, game birds and seafood.","Brut, acidic, yellow plum notes, red apple notes, ripe citrus notes, minerally, brioche notes, long","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal."
sparkling,"https://www.alko.fi/en/products/509407/Yarrabank-Late-Disgorged-Brut-Nature-2010/ 
",fatty fish,509407,12.5%,,7.1 g/l,70.0 Kcal / 100ml,38.27 EUR,,,Contains sulphites,bottle,natural cork,Yering Station,Thirsty Bear,general selection,"Very dry or dry. A full-bodied and toasty bouquet. Thanks to their rich spiciness and balanced acidity, these wines also make an ideal accompaniment to stronger dishes, such as pork, veal, game birds and seafood.","Brut, acidic, yellow plum notes, red apple notes, ripe citrus notes, minerally, brioche notes, long","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal."
sparkling,"https://www.alko.fi/en/products/509407/Yarrabank-Late-Disgorged-Brut-Nature-2010/ 
",meditation beverage,509407,12.5%,,7.1 g/l,70.0 Kcal / 100ml,38.27 EUR,,,Contains sulphites,bottle,natural cork,Yering Station,Thirsty Bear,general selection,"Very dry or dry. A full-bodied and toasty bouquet. Thanks to their rich spiciness and balanced acidity, these wines also make an ideal accompaniment to stronger dishes, such as pork, veal, game birds and seafood.","Brut, acidic, yellow plum notes, red apple notes, ripe citrus notes, minerally, brioche notes, long","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal."
sparkling,"https://www.alko.fi/en/products/929051/Bottega-Rose-Gold-Brut/ 
",metal screw cap,929051,11.5%,9.0 g/l,5.2 g/l,70.0 Kcal / 100ml,24.9 EUR,,,Contains sulphites,bottle,metal screw cap,Bottega,Bpf-Beverage Partners Finland,general selection,"Sweetness varies from very dry to medium-sweet. Their rich fruitiness is typically balanced with a crisp acidity. Ideal for toasts, socialising and buffets, or to accompany shellfish, fish and vegetable dishes.","Brut, medium acidic, redcurrant notes, wild berry notes, light citrus notes, slightly flowery","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal."
sparkling,"https://www.alko.fi/en/products/929051/Bottega-Rose-Gold-Brut/ 
",sushi,929051,11.5%,9.0 g/l,5.2 g/l,70.0 Kcal / 100ml,24.9 EUR,,,Contains sulphites,bottle,metal screw cap,Bottega,Bpf-Beverage Partners Finland,general selection,"Sweetness varies from very dry to medium-sweet. Their rich fruitiness is typically balanced with a crisp acidity. Ideal for toasts, socialising and buffets, or to accompany shellfish, fish and vegetable dishes.","Brut, medium acidic, redcurrant notes, wild berry notes, light citrus notes, slightly flowery","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal."
sparkling,"https://www.alko.fi/en/products/929051/Bottega-Rose-Gold-Brut/ 
",aperitif,929051,11.5%,9.0 g/l,5.2 g/l,70.0 Kcal / 100ml,24.9 EUR,,,Contains sulphites,bottle,metal screw cap,Bottega,Bpf-Beverage Partners Finland,general selection,"Sweetness varies from very dry to medium-sweet. Their rich fruitiness is typically balanced with a crisp acidity. Ideal for toasts, socialising and buffets, or to accompany shellfish, fish and vegetable dishes.","Brut, medium acidic, redcurrant notes, wild berry notes, light citrus notes, slightly flowery","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal."
sparkling,"https://www.alko.fi/en/products/929051/Bottega-Rose-Gold-Brut/ 
","salads, vegetarian food",929051,11.5%,9.0 g/l,5.2 g/l,70.0 Kcal / 100ml,24.9 EUR,,,Contains sulphites,bottle,metal screw cap,Bottega,Bpf-Beverage Partners Finland,general selection,"Sweetness varies from very dry to medium-sweet. Their rich fruitiness is typically balanced with a crisp acidity. Ideal for toasts, socialising and buffets, or to accompany shellfish, fish and vegetable dishes.","Brut, medium acidic, redcurrant notes, wild berry notes, light citrus notes, slightly flowery","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal."
sparkling,"https://www.alko.fi/en/products/929051/Bottega-Rose-Gold-Brut/ 
",lean fish,929051,11.5%,9.0 g/l,5.2 g/l,70.0 Kcal / 100ml,24.9 EUR,,,Contains sulphites,bottle,metal screw cap,Bottega,Bpf-Beverage Partners Finland,general selection,"Sweetness varies from very dry to medium-sweet. Their rich fruitiness is typically balanced with a crisp acidity. Ideal for toasts, socialising and buffets, or to accompany shellfish, fish and vegetable dishes.","Brut, medium acidic, redcurrant notes, wild berry notes, light citrus notes, slightly flowery","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal."
sparkling,"https://www.alko.fi/en/products/599637/Joly-Prestige-Blanc-de-Noir-Mill-sime-Lieu-dit-les-Joines-Champagne-Brut-2014/ 
",blini,599637,12.5%,8.0 g/l,7.7 g/l,70.0 Kcal / 100ml,66.11 EUR,,,Contains sulphites,bottle,natural cork,Joly Champagne,Larcap,general selection,"Sweetness varies from very dry to medium-sweet. Their rich fruitiness is typically balanced with a crisp acidity. Ideal for toasts, socialising and buffets, or to accompany shellfish, fish and vegetable dishes.","Brut, acidic, ripe citrus notes, red apple notes, honey melon notes, minerally, slightly roasted, elegant","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal."
sparkling,"https://www.alko.fi/en/products/599637/Joly-Prestige-Blanc-de-Noir-Mill-sime-Lieu-dit-les-Joines-Champagne-Brut-2014/ 
",game birds,599637,12.5%,8.0 g/l,7.7 g/l,70.0 Kcal / 100ml,66.11 EUR,,,Contains sulphites,bottle,natural cork,Joly Champagne,Larcap,general selection,"Sweetness varies from very dry to medium-sweet. Their rich fruitiness is typically balanced with a crisp acidity. Ideal for toasts, socialising and buffets, or to accompany shellfish, fish and vegetable dishes.","Brut, acidic, ripe citrus notes, red apple notes, honey melon notes, minerally, slightly roasted, elegant","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal."
sparkling,"https://www.alko.fi/en/products/599637/Joly-Prestige-Blanc-de-Noir-Mill-sime-Lieu-dit-les-Joines-Champagne-Brut-2014/ 
",fatty fish,599637,12.5%,8.0 g/l,7.7 g/l,70.0 Kcal / 100ml,66.11 EUR,,,Contains sulphites,bottle,natural cork,Joly Champagne,Larcap,general selection,"Sweetness varies from very dry to medium-sweet. Their rich fruitiness is typically balanced with a crisp acidity. Ideal for toasts, socialising and buffets, or to accompany shellfish, fish and vegetable dishes.","Brut, acidic, ripe citrus notes, red apple notes, honey melon notes, minerally, slightly roasted, elegant","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal."
sparkling,"https://www.alko.fi/en/products/599637/Joly-Prestige-Blanc-de-Noir-Mill-sime-Lieu-dit-les-Joines-Champagne-Brut-2014/ 
",aperitif,599637,12.5%,8.0 g/l,7.7 g/l,70.0 Kcal / 100ml,66.11 EUR,,,Contains sulphites,bottle,natural cork,Joly Champagne,Larcap,general selection,"Sweetness varies from very dry to medium-sweet. Their rich fruitiness is typically balanced with a crisp acidity. Ideal for toasts, socialising and buffets, or to accompany shellfish, fish and vegetable dishes.","Brut, acidic, ripe citrus notes, red apple notes, honey melon notes, minerally, slightly roasted, elegant","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal."
sparkling,"https://www.alko.fi/en/products/580287/Blue-Nun-Gold-Edition/ 
",berries and fruits,580287,11.0%,30.0 g/l,5.0 g/l,80.0 Kcal / 100ml,14.91 EUR,,Contains gold flakes,Contains sulphites,bottle,natural cork,Sichel Söhne,Altia,general selection,"Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Medium sweet, medium acidic, fruity, yellow apple notes, ripe peach notes, light pear notes, hint of marzipan",
sparkling,"https://www.alko.fi/en/products/580287/Blue-Nun-Gold-Edition/ 
",sweet desserts,580287,11.0%,30.0 g/l,5.0 g/l,80.0 Kcal / 100ml,14.91 EUR,,Contains gold flakes,Contains sulphites,bottle,natural cork,Sichel Söhne,Altia,general selection,"Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Medium sweet, medium acidic, fruity, yellow apple notes, ripe peach notes, light pear notes, hint of marzipan",
sparkling,"https://www.alko.fi/en/products/580287/Blue-Nun-Gold-Edition/ 
",party wine,580287,11.0%,30.0 g/l,5.0 g/l,80.0 Kcal / 100ml,14.91 EUR,,Contains gold flakes,Contains sulphites,bottle,natural cork,Sichel Söhne,Altia,general selection,"Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Medium sweet, medium acidic, fruity, yellow apple notes, ripe peach notes, light pear notes, hint of marzipan",
sparkling,"https://www.alko.fi/en/products/580287/Blue-Nun-Gold-Edition/ 
",aperitif,580287,11.0%,30.0 g/l,5.0 g/l,80.0 Kcal / 100ml,14.91 EUR,,Contains gold flakes,Contains sulphites,bottle,natural cork,Sichel Söhne,Altia,general selection,"Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Medium sweet, medium acidic, fruity, yellow apple notes, ripe peach notes, light pear notes, hint of marzipan",
sparkling,"https://www.alko.fi/en/products/947377/Paul-Goerg-Premier-Cru-Ros-Champagne-Brut/ 
",fatty fish,947377,12.0%,9.0 g/l,6.8 g/l,70.0 Kcal / 100ml,63.71 EUR,,,Contains sulphites,bottle,natural cork,Paul Goerg,Servaali,sale-to-order selection,"Sweetness varies from very dry to medium-sweet. Their rich fruitiness is typically balanced with a crisp acidity. Ideal for toasts, socialising and buffets, or to accompany shellfish, fish and vegetable dishes.","Brut, acidic, citrus notes, toasted bread notes, redcurrant notes, butter popcorn notes","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal."
sparkling,"https://www.alko.fi/en/products/947377/Paul-Goerg-Premier-Cru-Ros-Champagne-Brut/ 
","chicken, turkey",947377,12.0%,9.0 g/l,6.8 g/l,70.0 Kcal / 100ml,63.71 EUR,,,Contains sulphites,bottle,natural cork,Paul Goerg,Servaali,sale-to-order selection,"Sweetness varies from very dry to medium-sweet. Their rich fruitiness is typically balanced with a crisp acidity. Ideal for toasts, socialising and buffets, or to accompany shellfish, fish and vegetable dishes.","Brut, acidic, citrus notes, toasted bread notes, redcurrant notes, butter popcorn notes","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal."
