type,link,pair,PRODUCT NUMBER,ALCOHOL,SUGAR,ACIDS,ENERGY,PRICE / LITRE,MORE INFORMATION,ADDITIONAL INFORMATION,INGREDIENTS DECLARED BY THE PRODUCER,PACKAGING,CLOSURE,PRODUCER,SUPPLIER,SELECTION,text,topNotch,tips
rose,"https://www.alko.fi/en/products/908317/Gran-Appasso-Ros-2019/ 
",party wine,908317,12.5%,6.0 g/l,6.1 g/l,70.0 Kcal / 100ml,17.17 EUR,,,Contains sulphites,bottle,natural cork,Femar Vini,CISA Drinks,sale-to-order selection,"Rosé wines are usually made from red grapes, and they obtain their colour from a short contact with grape skins. Some New World rosés are made by adding a little red wine to white wine. The level of sweetness ranges from dry to sweet and the flavour from mineral and herbal to strong berry notes. The lightest rosés are pale pink and the darkest translucent red. You can discern redcurrant, strawberry and raspberry notes in these wines.","Dry, acidic, wild strawberry notes, raspberry notes, minerally","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish. You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse."
rose,"https://www.alko.fi/en/products/908317/Gran-Appasso-Ros-2019/ 
","salads, vegetarian food",908317,12.5%,6.0 g/l,6.1 g/l,70.0 Kcal / 100ml,17.17 EUR,,,Contains sulphites,bottle,natural cork,Femar Vini,CISA Drinks,sale-to-order selection,"Rosé wines are usually made from red grapes, and they obtain their colour from a short contact with grape skins. Some New World rosés are made by adding a little red wine to white wine. The level of sweetness ranges from dry to sweet and the flavour from mineral and herbal to strong berry notes. The lightest rosés are pale pink and the darkest translucent red. You can discern redcurrant, strawberry and raspberry notes in these wines.","Dry, acidic, wild strawberry notes, raspberry notes, minerally","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish. You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse."
rose,"https://www.alko.fi/en/products/908317/Gran-Appasso-Ros-2019/ 
",aperitif,908317,12.5%,6.0 g/l,6.1 g/l,70.0 Kcal / 100ml,17.17 EUR,,,Contains sulphites,bottle,natural cork,Femar Vini,CISA Drinks,sale-to-order selection,"Rosé wines are usually made from red grapes, and they obtain their colour from a short contact with grape skins. Some New World rosés are made by adding a little red wine to white wine. The level of sweetness ranges from dry to sweet and the flavour from mineral and herbal to strong berry notes. The lightest rosés are pale pink and the darkest translucent red. You can discern redcurrant, strawberry and raspberry notes in these wines.","Dry, acidic, wild strawberry notes, raspberry notes, minerally","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish. You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse."
rose,"https://www.alko.fi/en/products/908317/Gran-Appasso-Ros-2019/ 
",tapas and antipasti,908317,12.5%,6.0 g/l,6.1 g/l,70.0 Kcal / 100ml,17.17 EUR,,,Contains sulphites,bottle,natural cork,Femar Vini,CISA Drinks,sale-to-order selection,"Rosé wines are usually made from red grapes, and they obtain their colour from a short contact with grape skins. Some New World rosés are made by adding a little red wine to white wine. The level of sweetness ranges from dry to sweet and the flavour from mineral and herbal to strong berry notes. The lightest rosés are pale pink and the darkest translucent red. You can discern redcurrant, strawberry and raspberry notes in these wines.","Dry, acidic, wild strawberry notes, raspberry notes, minerally","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish. You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse."
rose,"https://www.alko.fi/en/products/926871/Wine-Chat-Pink-AF-Pinot-Grigio-Rose/ 
",metal screw cap,926871,12.0%,4.0 g/l,5.1 g/l,70.0 Kcal / 100ml,13.45 EUR,,,Contains sulphites,bottle,metal screw cap,Boutinot,Stella Wines,general selection,"Rosé wines are usually made from red grapes, and they obtain their colour from a short contact with grape skins. Some New World rosés are made by adding a little red wine to white wine. The level of sweetness ranges from dry to sweet and the flavour from mineral and herbal to strong berry notes. The lightest rosés are pale pink and the darkest translucent red. You can discern redcurrant, strawberry and raspberry notes in these wines.","Dry, medium acidic, citrus notes, strawberry notes, cherry notes","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish. You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse."
rose,"https://www.alko.fi/en/products/926871/Wine-Chat-Pink-AF-Pinot-Grigio-Rose/ 
",berries and fruits,926871,12.0%,4.0 g/l,5.1 g/l,70.0 Kcal / 100ml,13.45 EUR,,,Contains sulphites,bottle,metal screw cap,Boutinot,Stella Wines,general selection,"Rosé wines are usually made from red grapes, and they obtain their colour from a short contact with grape skins. Some New World rosés are made by adding a little red wine to white wine. The level of sweetness ranges from dry to sweet and the flavour from mineral and herbal to strong berry notes. The lightest rosés are pale pink and the darkest translucent red. You can discern redcurrant, strawberry and raspberry notes in these wines.","Dry, medium acidic, citrus notes, strawberry notes, cherry notes","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish. You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse."
rose,"https://www.alko.fi/en/products/926871/Wine-Chat-Pink-AF-Pinot-Grigio-Rose/ 
","salads, vegetarian food",926871,12.0%,4.0 g/l,5.1 g/l,70.0 Kcal / 100ml,13.45 EUR,,,Contains sulphites,bottle,metal screw cap,Boutinot,Stella Wines,general selection,"Rosé wines are usually made from red grapes, and they obtain their colour from a short contact with grape skins. Some New World rosés are made by adding a little red wine to white wine. The level of sweetness ranges from dry to sweet and the flavour from mineral and herbal to strong berry notes. The lightest rosés are pale pink and the darkest translucent red. You can discern redcurrant, strawberry and raspberry notes in these wines.","Dry, medium acidic, citrus notes, strawberry notes, cherry notes","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish. You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse."
rose,"https://www.alko.fi/en/products/926871/Wine-Chat-Pink-AF-Pinot-Grigio-Rose/ 
",savoury snacks,926871,12.0%,4.0 g/l,5.1 g/l,70.0 Kcal / 100ml,13.45 EUR,,,Contains sulphites,bottle,metal screw cap,Boutinot,Stella Wines,general selection,"Rosé wines are usually made from red grapes, and they obtain their colour from a short contact with grape skins. Some New World rosés are made by adding a little red wine to white wine. The level of sweetness ranges from dry to sweet and the flavour from mineral and herbal to strong berry notes. The lightest rosés are pale pink and the darkest translucent red. You can discern redcurrant, strawberry and raspberry notes in these wines.","Dry, medium acidic, citrus notes, strawberry notes, cherry notes","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish. You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse."
rose,"https://www.alko.fi/en/products/926871/Wine-Chat-Pink-AF-Pinot-Grigio-Rose/ 
",party wine,926871,12.0%,4.0 g/l,5.1 g/l,70.0 Kcal / 100ml,13.45 EUR,,,Contains sulphites,bottle,metal screw cap,Boutinot,Stella Wines,general selection,"Rosé wines are usually made from red grapes, and they obtain their colour from a short contact with grape skins. Some New World rosés are made by adding a little red wine to white wine. The level of sweetness ranges from dry to sweet and the flavour from mineral and herbal to strong berry notes. The lightest rosés are pale pink and the darkest translucent red. You can discern redcurrant, strawberry and raspberry notes in these wines.","Dry, medium acidic, citrus notes, strawberry notes, cherry notes","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish. You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse."
rose,"https://www.alko.fi/en/products/940113/Henri-Gaillard-C-tes-de-Provence-Ros-2019/ 
",metal screw cap,940113,13.0%,,4.8 g/l,70.0 Kcal / 100ml,20.76 EUR,,,Contains sulphites,bottle,metal screw cap,CDL,Hartwall,sale-to-order selection,"Rosé wines are usually made from red grapes, and they obtain their colour from a short contact with grape skins. Some New World rosés are made by adding a little red wine to white wine. The level of sweetness ranges from dry to sweet and the flavour from mineral and herbal to strong berry notes. The lightest rosés are pale pink and the darkest translucent red. You can discern redcurrant, strawberry and raspberry notes in these wines.","Dry, acidic, redcurrant notes, strawberry notes, citrus notes","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish. You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse."
rose,"https://www.alko.fi/en/products/940113/Henri-Gaillard-C-tes-de-Provence-Ros-2019/ 
",fatty fish,940113,13.0%,,4.8 g/l,70.0 Kcal / 100ml,20.76 EUR,,,Contains sulphites,bottle,metal screw cap,CDL,Hartwall,sale-to-order selection,"Rosé wines are usually made from red grapes, and they obtain their colour from a short contact with grape skins. Some New World rosés are made by adding a little red wine to white wine. The level of sweetness ranges from dry to sweet and the flavour from mineral and herbal to strong berry notes. The lightest rosés are pale pink and the darkest translucent red. You can discern redcurrant, strawberry and raspberry notes in these wines.","Dry, acidic, redcurrant notes, strawberry notes, citrus notes","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish. You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse."
rose,"https://www.alko.fi/en/products/940113/Henri-Gaillard-C-tes-de-Provence-Ros-2019/ 
","salads, vegetarian food",940113,13.0%,,4.8 g/l,70.0 Kcal / 100ml,20.76 EUR,,,Contains sulphites,bottle,metal screw cap,CDL,Hartwall,sale-to-order selection,"Rosé wines are usually made from red grapes, and they obtain their colour from a short contact with grape skins. Some New World rosés are made by adding a little red wine to white wine. The level of sweetness ranges from dry to sweet and the flavour from mineral and herbal to strong berry notes. The lightest rosés are pale pink and the darkest translucent red. You can discern redcurrant, strawberry and raspberry notes in these wines.","Dry, acidic, redcurrant notes, strawberry notes, citrus notes","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish. You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse."
rose,"https://www.alko.fi/en/products/940113/Henri-Gaillard-C-tes-de-Provence-Ros-2019/ 
",party wine,940113,13.0%,,4.8 g/l,70.0 Kcal / 100ml,20.76 EUR,,,Contains sulphites,bottle,metal screw cap,CDL,Hartwall,sale-to-order selection,"Rosé wines are usually made from red grapes, and they obtain their colour from a short contact with grape skins. Some New World rosés are made by adding a little red wine to white wine. The level of sweetness ranges from dry to sweet and the flavour from mineral and herbal to strong berry notes. The lightest rosés are pale pink and the darkest translucent red. You can discern redcurrant, strawberry and raspberry notes in these wines.","Dry, acidic, redcurrant notes, strawberry notes, citrus notes","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish. You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse."
rose,"https://www.alko.fi/en/products/940113/Henri-Gaillard-C-tes-de-Provence-Ros-2019/ 
",tapas and antipasti,940113,13.0%,,4.8 g/l,70.0 Kcal / 100ml,20.76 EUR,,,Contains sulphites,bottle,metal screw cap,CDL,Hartwall,sale-to-order selection,"Rosé wines are usually made from red grapes, and they obtain their colour from a short contact with grape skins. Some New World rosés are made by adding a little red wine to white wine. The level of sweetness ranges from dry to sweet and the flavour from mineral and herbal to strong berry notes. The lightest rosés are pale pink and the darkest translucent red. You can discern redcurrant, strawberry and raspberry notes in these wines.","Dry, acidic, redcurrant notes, strawberry notes, citrus notes","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish. You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse."
rose,"https://www.alko.fi/en/products/452657/Brovence-Organic-Ros-2019/ 
",metal screw cap,452657,12.5%,,5.3 g/l,70.0 Kcal / 100ml,19.84 EUR,,,Contains sulphites,bottle,metal screw cap,Hartwall,Hartwall,general selection,"Rosé wines are usually made from red grapes, and they obtain their colour from a short contact with grape skins. Some New World rosés are made by adding a little red wine to white wine. The level of sweetness ranges from dry to sweet and the flavour from mineral and herbal to strong berry notes. The lightest rosés are pale pink and the darkest translucent red. You can discern redcurrant, strawberry and raspberry notes in these wines.","Dry, acidic, wild strawberry notes, redcurrant notes, lime notes, light herb notes","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish. You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse."
rose,"https://www.alko.fi/en/products/452657/Brovence-Organic-Ros-2019/ 
",fatty fish,452657,12.5%,,5.3 g/l,70.0 Kcal / 100ml,19.84 EUR,,,Contains sulphites,bottle,metal screw cap,Hartwall,Hartwall,general selection,"Rosé wines are usually made from red grapes, and they obtain their colour from a short contact with grape skins. Some New World rosés are made by adding a little red wine to white wine. The level of sweetness ranges from dry to sweet and the flavour from mineral and herbal to strong berry notes. The lightest rosés are pale pink and the darkest translucent red. You can discern redcurrant, strawberry and raspberry notes in these wines.","Dry, acidic, wild strawberry notes, redcurrant notes, lime notes, light herb notes","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish. You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse."
rose,"https://www.alko.fi/en/products/452657/Brovence-Organic-Ros-2019/ 
","chicken, turkey",452657,12.5%,,5.3 g/l,70.0 Kcal / 100ml,19.84 EUR,,,Contains sulphites,bottle,metal screw cap,Hartwall,Hartwall,general selection,"Rosé wines are usually made from red grapes, and they obtain their colour from a short contact with grape skins. Some New World rosés are made by adding a little red wine to white wine. The level of sweetness ranges from dry to sweet and the flavour from mineral and herbal to strong berry notes. The lightest rosés are pale pink and the darkest translucent red. You can discern redcurrant, strawberry and raspberry notes in these wines.","Dry, acidic, wild strawberry notes, redcurrant notes, lime notes, light herb notes","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish. You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse."
rose,"https://www.alko.fi/en/products/452657/Brovence-Organic-Ros-2019/ 
",party wine,452657,12.5%,,5.3 g/l,70.0 Kcal / 100ml,19.84 EUR,,,Contains sulphites,bottle,metal screw cap,Hartwall,Hartwall,general selection,"Rosé wines are usually made from red grapes, and they obtain their colour from a short contact with grape skins. Some New World rosés are made by adding a little red wine to white wine. The level of sweetness ranges from dry to sweet and the flavour from mineral and herbal to strong berry notes. The lightest rosés are pale pink and the darkest translucent red. You can discern redcurrant, strawberry and raspberry notes in these wines.","Dry, acidic, wild strawberry notes, redcurrant notes, lime notes, light herb notes","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish. You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse."
rose,"https://www.alko.fi/en/products/452657/Brovence-Organic-Ros-2019/ 
",tapas and antipasti,452657,12.5%,,5.3 g/l,70.0 Kcal / 100ml,19.84 EUR,,,Contains sulphites,bottle,metal screw cap,Hartwall,Hartwall,general selection,"Rosé wines are usually made from red grapes, and they obtain their colour from a short contact with grape skins. Some New World rosés are made by adding a little red wine to white wine. The level of sweetness ranges from dry to sweet and the flavour from mineral and herbal to strong berry notes. The lightest rosés are pale pink and the darkest translucent red. You can discern redcurrant, strawberry and raspberry notes in these wines.","Dry, acidic, wild strawberry notes, redcurrant notes, lime notes, light herb notes","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish. You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse."
rose,"https://www.alko.fi/en/products/959362/Altozano-Tempranillo-Syrah-Rose-2019/ 
",buffet,959362,13.0%,,6.3 g/l,70.0 Kcal / 100ml,13.17 EUR,,,Contains sulphites,bottle,metal screw cap,Finca Constantia,Uniq Drinks Finland,sale-to-order selection,"Rosé wines are usually made from red grapes, and they obtain their colour from a short contact with grape skins. Some New World rosés are made by adding a little red wine to white wine. The level of sweetness ranges from dry to sweet and the flavour from mineral and herbal to strong berry notes. The lightest rosés are pale pink and the darkest translucent red. You can discern redcurrant, strawberry and raspberry notes in these wines.","Dry, medium acidic, raspberry notes, red berry notes","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish. You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse."
rose,"https://www.alko.fi/en/products/959362/Altozano-Tempranillo-Syrah-Rose-2019/ 
",metal screw cap,959362,13.0%,,6.3 g/l,70.0 Kcal / 100ml,13.17 EUR,,,Contains sulphites,bottle,metal screw cap,Finca Constantia,Uniq Drinks Finland,sale-to-order selection,"Rosé wines are usually made from red grapes, and they obtain their colour from a short contact with grape skins. Some New World rosés are made by adding a little red wine to white wine. The level of sweetness ranges from dry to sweet and the flavour from mineral and herbal to strong berry notes. The lightest rosés are pale pink and the darkest translucent red. You can discern redcurrant, strawberry and raspberry notes in these wines.","Dry, medium acidic, raspberry notes, red berry notes","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish. You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse."
rose,"https://www.alko.fi/en/products/959362/Altozano-Tempranillo-Syrah-Rose-2019/ 
",savoury snacks,959362,13.0%,,6.3 g/l,70.0 Kcal / 100ml,13.17 EUR,,,Contains sulphites,bottle,metal screw cap,Finca Constantia,Uniq Drinks Finland,sale-to-order selection,"Rosé wines are usually made from red grapes, and they obtain their colour from a short contact with grape skins. Some New World rosés are made by adding a little red wine to white wine. The level of sweetness ranges from dry to sweet and the flavour from mineral and herbal to strong berry notes. The lightest rosés are pale pink and the darkest translucent red. You can discern redcurrant, strawberry and raspberry notes in these wines.","Dry, medium acidic, raspberry notes, red berry notes","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish. You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse."
rose,"https://www.alko.fi/en/products/491127/Bertani-Bertarose-2017/ 
",lean fish,491127,12.0%,3.0 g/l,5.1 g/l,70.0 Kcal / 100ml,16.79 EUR,,,Contains sulphites,bottle,natural cork,Bertani,Amka,general selection,"Rosé wines are usually made from red grapes, and they obtain their colour from a short contact with grape skins. Some New World rosés are made by adding a little red wine to white wine. The level of sweetness ranges from dry to sweet and the flavour from mineral and herbal to strong berry notes. The lightest rosés are pale pink and the darkest translucent red. You can discern redcurrant, strawberry and raspberry notes in these wines.","Dry, acidic, currant notes, light raspberry notes, nectarine notes","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish. You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse."
