type,link,pair,PRODUCT NUMBER,ALCOHOL,SUGAR,ACIDS,ENERGY,PRICE / LITRE,MORE INFORMATION,ADDITIONAL INFORMATION,INGREDIENTS DECLARED BY THE PRODUCER,PACKAGING,CLOSURE,PRODUCER,SUPPLIER,SELECTION,text,topNotch,tips
desert,"https://www.alko.fi/en/products/506534/Huff-Niersteiner-Schloss-Schwabsburg-Riesling-Eiswein-2018/ 
",sweet desserts,506534,8.0%,190.0 g/l,10.4 g/l,120.0 Kcal / 100ml,123.52 EUR,,"Dessert wine. Lower-alcohol wine (0,6-9,9%)",Contains sulphites,bottle,natural cork,Georg Gustav Huff,Prodire Oy,limited quantity product,"Dessert wines are made from overripe grapes that are particularly sweet and aromatic. Grapes are often dehydrated by ‘noble rot’, or botrytis, which lends the wine a honey or medicine flavour. You can discern notes of peach, apricot, citrus and honey in sweet dessert wines. ‘Noble rot’ dessert wines also have hints of medicine, fresh acidity and intensive, full-bodied sweetness.","Sweet, very acidic, citrus notes, apricot notes, birch leaf notes, minerally, good body, well-balanced, long","The general rule for pairing a dessert with wine is that the wine should be a little sweeter than the food. Dessert wines go best with fresh berry, fruit and cream desserts. Try dessert wines with cream pudding, white chocolate mousse, Crêpes Suzette, macarons or blue cheese."
desert,"https://www.alko.fi/en/products/506534/Huff-Niersteiner-Schloss-Schwabsburg-Riesling-Eiswein-2018/ 
",strong cheeses,506534,8.0%,190.0 g/l,10.4 g/l,120.0 Kcal / 100ml,123.52 EUR,,"Dessert wine. Lower-alcohol wine (0,6-9,9%)",Contains sulphites,bottle,natural cork,Georg Gustav Huff,Prodire Oy,limited quantity product,"Dessert wines are made from overripe grapes that are particularly sweet and aromatic. Grapes are often dehydrated by ‘noble rot’, or botrytis, which lends the wine a honey or medicine flavour. You can discern notes of peach, apricot, citrus and honey in sweet dessert wines. ‘Noble rot’ dessert wines also have hints of medicine, fresh acidity and intensive, full-bodied sweetness.","Sweet, very acidic, citrus notes, apricot notes, birch leaf notes, minerally, good body, well-balanced, long","The general rule for pairing a dessert with wine is that the wine should be a little sweeter than the food. Dessert wines go best with fresh berry, fruit and cream desserts. Try dessert wines with cream pudding, white chocolate mousse, Crêpes Suzette, macarons or blue cheese."
desert,"https://www.alko.fi/en/products/929266/Dalva-Colheita-Golden-White-Port-1963/ 
",chocolate desserts,929266,20.0%,150.0 g/l,,170.0 Kcal / 100ml,481.5 EUR,,May contain sediment,Contains sulphites,bottle,natural cork,Dalva,Muru Wines Oy,sale-to-order selection,"The traditional port family has many members, such as ruby, tawny, white port, late bottled vintage port (LBV) and vintage port.  Ruby ports have intense berry, ripe fruit and spicy notes. Tawny ports are aged in barrels for longer and have mature nut, date and fig notes. LBVs have richer and more spicy flavours than ruby ports, and vintage ports continue to mature in the bottle for years, or even decades.","Amber-brown, sweet, dried fruits","Known as a dessert wine, port is also an excellent aperitif and a good match for cheese.  Try ruby port with hard savoury cheeses and rich desserts with dark berries; tawny port with dried fruit, nut pastries and chocolate; LBV with milder blue cheeses and chocolate desserts; vintage port with Stilton or as a ‘meditation wine’; and sweet white port with pears cooked in wine. Port tonic, i.e. dry white port blended with tonic water, is a great aperitif."
desert,"https://www.alko.fi/en/products/929266/Dalva-Colheita-Golden-White-Port-1963/ 
",meditation beverage,929266,20.0%,150.0 g/l,,170.0 Kcal / 100ml,481.5 EUR,,May contain sediment,Contains sulphites,bottle,natural cork,Dalva,Muru Wines Oy,sale-to-order selection,"The traditional port family has many members, such as ruby, tawny, white port, late bottled vintage port (LBV) and vintage port.  Ruby ports have intense berry, ripe fruit and spicy notes. Tawny ports are aged in barrels for longer and have mature nut, date and fig notes. LBVs have richer and more spicy flavours than ruby ports, and vintage ports continue to mature in the bottle for years, or even decades.","Amber-brown, sweet, dried fruits","Known as a dessert wine, port is also an excellent aperitif and a good match for cheese.  Try ruby port with hard savoury cheeses and rich desserts with dark berries; tawny port with dried fruit, nut pastries and chocolate; LBV with milder blue cheeses and chocolate desserts; vintage port with Stilton or as a ‘meditation wine’; and sweet white port with pears cooked in wine. Port tonic, i.e. dry white port blended with tonic water, is a great aperitif."
desert,"https://www.alko.fi/en/products/929266/Dalva-Colheita-Golden-White-Port-1963/ 
",sweet desserts,929266,20.0%,150.0 g/l,,170.0 Kcal / 100ml,481.5 EUR,,May contain sediment,Contains sulphites,bottle,natural cork,Dalva,Muru Wines Oy,sale-to-order selection,"The traditional port family has many members, such as ruby, tawny, white port, late bottled vintage port (LBV) and vintage port.  Ruby ports have intense berry, ripe fruit and spicy notes. Tawny ports are aged in barrels for longer and have mature nut, date and fig notes. LBVs have richer and more spicy flavours than ruby ports, and vintage ports continue to mature in the bottle for years, or even decades.","Amber-brown, sweet, dried fruits","Known as a dessert wine, port is also an excellent aperitif and a good match for cheese.  Try ruby port with hard savoury cheeses and rich desserts with dark berries; tawny port with dried fruit, nut pastries and chocolate; LBV with milder blue cheeses and chocolate desserts; vintage port with Stilton or as a ‘meditation wine’; and sweet white port with pears cooked in wine. Port tonic, i.e. dry white port blended with tonic water, is a great aperitif."
desert,"https://www.alko.fi/en/products/929266/Dalva-Colheita-Golden-White-Port-1963/ 
",strong cheeses,929266,20.0%,150.0 g/l,,170.0 Kcal / 100ml,481.5 EUR,,May contain sediment,Contains sulphites,bottle,natural cork,Dalva,Muru Wines Oy,sale-to-order selection,"The traditional port family has many members, such as ruby, tawny, white port, late bottled vintage port (LBV) and vintage port.  Ruby ports have intense berry, ripe fruit and spicy notes. Tawny ports are aged in barrels for longer and have mature nut, date and fig notes. LBVs have richer and more spicy flavours than ruby ports, and vintage ports continue to mature in the bottle for years, or even decades.","Amber-brown, sweet, dried fruits","Known as a dessert wine, port is also an excellent aperitif and a good match for cheese.  Try ruby port with hard savoury cheeses and rich desserts with dark berries; tawny port with dried fruit, nut pastries and chocolate; LBV with milder blue cheeses and chocolate desserts; vintage port with Stilton or as a ‘meditation wine’; and sweet white port with pears cooked in wine. Port tonic, i.e. dry white port blended with tonic water, is a great aperitif."
desert,"https://www.alko.fi/en/products/512606/Grand-Tokaj-Tokaji-Asz-6-Puttonyos-2013/ 
",meditation beverage,512606,9.5%,200.0 g/l,8.9 g/l,140.0 Kcal / 100ml,79.14 EUR,,"May contain sediment. Dessert wine. Lower-alcohol wine (0,6-9,9%)",Contains sulphites,bottle,natural cork,Grand Tokaj,Granqvist Beverage House,limited quantity product,"Dessert wines are made from overripe grapes that are particularly sweet and aromatic. Grapes are often dehydrated by ‘noble rot’, or botrytis, which lends the wine a honey or medicine flavour. You can discern notes of peach, apricot, citrus and honey in sweet dessert wines. ‘Noble rot’ dessert wines also have hints of medicine, fresh acidity and intensive, full-bodied sweetness.","Sweet, very acidic, apricot marmalade notes, orange peel notes, pineapple notes, light honey notes, balanced, elegant","The general rule for pairing a dessert with wine is that the wine should be a little sweeter than the food. Dessert wines go best with fresh berry, fruit and cream desserts. Try dessert wines with cream pudding, white chocolate mousse, Crêpes Suzette, macarons or blue cheese."
desert,"https://www.alko.fi/en/products/512606/Grand-Tokaj-Tokaji-Asz-6-Puttonyos-2013/ 
",sweet desserts,512606,9.5%,200.0 g/l,8.9 g/l,140.0 Kcal / 100ml,79.14 EUR,,"May contain sediment. Dessert wine. Lower-alcohol wine (0,6-9,9%)",Contains sulphites,bottle,natural cork,Grand Tokaj,Granqvist Beverage House,limited quantity product,"Dessert wines are made from overripe grapes that are particularly sweet and aromatic. Grapes are often dehydrated by ‘noble rot’, or botrytis, which lends the wine a honey or medicine flavour. You can discern notes of peach, apricot, citrus and honey in sweet dessert wines. ‘Noble rot’ dessert wines also have hints of medicine, fresh acidity and intensive, full-bodied sweetness.","Sweet, very acidic, apricot marmalade notes, orange peel notes, pineapple notes, light honey notes, balanced, elegant","The general rule for pairing a dessert with wine is that the wine should be a little sweeter than the food. Dessert wines go best with fresh berry, fruit and cream desserts. Try dessert wines with cream pudding, white chocolate mousse, Crêpes Suzette, macarons or blue cheese."
desert,"https://www.alko.fi/en/products/512606/Grand-Tokaj-Tokaji-Asz-6-Puttonyos-2013/ 
",strong cheeses,512606,9.5%,200.0 g/l,8.9 g/l,140.0 Kcal / 100ml,79.14 EUR,,"May contain sediment. Dessert wine. Lower-alcohol wine (0,6-9,9%)",Contains sulphites,bottle,natural cork,Grand Tokaj,Granqvist Beverage House,limited quantity product,"Dessert wines are made from overripe grapes that are particularly sweet and aromatic. Grapes are often dehydrated by ‘noble rot’, or botrytis, which lends the wine a honey or medicine flavour. You can discern notes of peach, apricot, citrus and honey in sweet dessert wines. ‘Noble rot’ dessert wines also have hints of medicine, fresh acidity and intensive, full-bodied sweetness.","Sweet, very acidic, apricot marmalade notes, orange peel notes, pineapple notes, light honey notes, balanced, elegant","The general rule for pairing a dessert with wine is that the wine should be a little sweeter than the food. Dessert wines go best with fresh berry, fruit and cream desserts. Try dessert wines with cream pudding, white chocolate mousse, Crêpes Suzette, macarons or blue cheese."
desert,"https://www.alko.fi/en/products/930761/Dreamer-Sweet-White-carton-package/ 
",pasta and pizza,930761,10.0%,60.0 g/l,4.8 g/l,80.0 Kcal / 100ml,9.78 EUR,,,Contains sulphites. Contains artificial sweeteners,carton package,plastic closure,Peter Mertes,Norex Selected Brands,sale-to-order selection,"Fruit wines and sparkling fruit wines are made from ingredients other than grapes. Aromatised wines are at least partially made from grapes, but berries or berry extract, or fruits or fruit extract, have been added to give flavour. Sparkling fruit wines often have currant, gooseberry and citrus flavours. In fruit wines, you can discern notes of apple, pear, blueberry, raspberry, cranberry or blackcurrant. Aromatised wines can be flavoured with strawberry, passion fruit, orange, raspberry, grapefruit or pear. The flavour is typically medium-sweet or sweet, and the wine can be fizzy or bubbly.","Sweet, slightly acidic, fruity, flowery, yellow plum notes","Sparkling fruit wines, fruit wines and aromatised wines are perfect for socialising, as aperitifs or in mixed drinks and punches. Try them in cocktails or punches, and choose the berry or fruit that you like the most. You can adjust the alcohol content by adding spirits, liquor, sparkling water, tonic or juice. Decorate with the season’s berries, fruits and herbs."
desert,"https://www.alko.fi/en/products/930761/Dreamer-Sweet-White-carton-package/ 
","chicken, turkey",930761,10.0%,60.0 g/l,4.8 g/l,80.0 Kcal / 100ml,9.78 EUR,,,Contains sulphites. Contains artificial sweeteners,carton package,plastic closure,Peter Mertes,Norex Selected Brands,sale-to-order selection,"Fruit wines and sparkling fruit wines are made from ingredients other than grapes. Aromatised wines are at least partially made from grapes, but berries or berry extract, or fruits or fruit extract, have been added to give flavour. Sparkling fruit wines often have currant, gooseberry and citrus flavours. In fruit wines, you can discern notes of apple, pear, blueberry, raspberry, cranberry or blackcurrant. Aromatised wines can be flavoured with strawberry, passion fruit, orange, raspberry, grapefruit or pear. The flavour is typically medium-sweet or sweet, and the wine can be fizzy or bubbly.","Sweet, slightly acidic, fruity, flowery, yellow plum notes","Sparkling fruit wines, fruit wines and aromatised wines are perfect for socialising, as aperitifs or in mixed drinks and punches. Try them in cocktails or punches, and choose the berry or fruit that you like the most. You can adjust the alcohol content by adding spirits, liquor, sparkling water, tonic or juice. Decorate with the season’s berries, fruits and herbs."
desert,"https://www.alko.fi/en/products/930761/Dreamer-Sweet-White-carton-package/ 
",party wine,930761,10.0%,60.0 g/l,4.8 g/l,80.0 Kcal / 100ml,9.78 EUR,,,Contains sulphites. Contains artificial sweeteners,carton package,plastic closure,Peter Mertes,Norex Selected Brands,sale-to-order selection,"Fruit wines and sparkling fruit wines are made from ingredients other than grapes. Aromatised wines are at least partially made from grapes, but berries or berry extract, or fruits or fruit extract, have been added to give flavour. Sparkling fruit wines often have currant, gooseberry and citrus flavours. In fruit wines, you can discern notes of apple, pear, blueberry, raspberry, cranberry or blackcurrant. Aromatised wines can be flavoured with strawberry, passion fruit, orange, raspberry, grapefruit or pear. The flavour is typically medium-sweet or sweet, and the wine can be fizzy or bubbly.","Sweet, slightly acidic, fruity, flowery, yellow plum notes","Sparkling fruit wines, fruit wines and aromatised wines are perfect for socialising, as aperitifs or in mixed drinks and punches. Try them in cocktails or punches, and choose the berry or fruit that you like the most. You can adjust the alcohol content by adding spirits, liquor, sparkling water, tonic or juice. Decorate with the season’s berries, fruits and herbs."
desert,"https://www.alko.fi/en/products/930761/Dreamer-Sweet-White-carton-package/ 
","salads, vegetarian food",930761,10.0%,60.0 g/l,4.8 g/l,80.0 Kcal / 100ml,9.78 EUR,,,Contains sulphites. Contains artificial sweeteners,carton package,plastic closure,Peter Mertes,Norex Selected Brands,sale-to-order selection,"Fruit wines and sparkling fruit wines are made from ingredients other than grapes. Aromatised wines are at least partially made from grapes, but berries or berry extract, or fruits or fruit extract, have been added to give flavour. Sparkling fruit wines often have currant, gooseberry and citrus flavours. In fruit wines, you can discern notes of apple, pear, blueberry, raspberry, cranberry or blackcurrant. Aromatised wines can be flavoured with strawberry, passion fruit, orange, raspberry, grapefruit or pear. The flavour is typically medium-sweet or sweet, and the wine can be fizzy or bubbly.","Sweet, slightly acidic, fruity, flowery, yellow plum notes","Sparkling fruit wines, fruit wines and aromatised wines are perfect for socialising, as aperitifs or in mixed drinks and punches. Try them in cocktails or punches, and choose the berry or fruit that you like the most. You can adjust the alcohol content by adding spirits, liquor, sparkling water, tonic or juice. Decorate with the season’s berries, fruits and herbs."
desert,"https://www.alko.fi/en/products/316997/Nobleza-Medium-Dry-Sherry/ 
",metal screw cap,316997,20.0%,25.0 g/l,3.9 g/l,120.0 Kcal / 100ml,17.17 EUR,,,Contains sulphites,bottle,metal screw cap,Williams & Humbert,Altia,general selection,"The sweetness of sherry varies depending on the sherry type. Sherry wines are characterised by a distinctive, slightly oxidised flavour. They often contain hints of ripe apple, toasted nuts and salt. Fino and manzanilla, which age under a layer of flor yeast protecting them from oxygen, are light and dry with light floral and almond notes. Amontillado is an aged fino that has been further matured. Compared to fino, it is darker, richer and nuttier. Oloroso’s sweetness ranges from dry to medium, and it has nut, raisin and toasted flavours. Sweet cream sherries and Pedro Ximénez sherries are thick, syrupy and have caramel flavours.","Yellowy brown, tawny, medium-dry, ripe fruit notes, nutty, hint of almond, warm","Sherries have multiple uses from aperitifs to serving with appetisers and desserts, depending on the sherry type.  Fino is best served chilled from a freshly opened bottle, enjoyed as an aperitif, with savouries or tapas. You can also try fino with sushi. Amontillado is a good match for soups or broths. Brown, nutty, dry oloroso, aged for years in casks without a protective layer of flor, is a perfect match for hard aged cheeses or game and meat dishes with an intense flavour. Dark brown, caramelised cream sherry and Pedro Ximénez can be paired with nuts, dried fruit, ice cream and date cake, or on its own as a dessert."
desert,"https://www.alko.fi/en/products/316997/Nobleza-Medium-Dry-Sherry/ 
",mushrooms,316997,20.0%,25.0 g/l,3.9 g/l,120.0 Kcal / 100ml,17.17 EUR,,,Contains sulphites,bottle,metal screw cap,Williams & Humbert,Altia,general selection,"The sweetness of sherry varies depending on the sherry type. Sherry wines are characterised by a distinctive, slightly oxidised flavour. They often contain hints of ripe apple, toasted nuts and salt. Fino and manzanilla, which age under a layer of flor yeast protecting them from oxygen, are light and dry with light floral and almond notes. Amontillado is an aged fino that has been further matured. Compared to fino, it is darker, richer and nuttier. Oloroso’s sweetness ranges from dry to medium, and it has nut, raisin and toasted flavours. Sweet cream sherries and Pedro Ximénez sherries are thick, syrupy and have caramel flavours.","Yellowy brown, tawny, medium-dry, ripe fruit notes, nutty, hint of almond, warm","Sherries have multiple uses from aperitifs to serving with appetisers and desserts, depending on the sherry type.  Fino is best served chilled from a freshly opened bottle, enjoyed as an aperitif, with savouries or tapas. You can also try fino with sushi. Amontillado is a good match for soups or broths. Brown, nutty, dry oloroso, aged for years in casks without a protective layer of flor, is a perfect match for hard aged cheeses or game and meat dishes with an intense flavour. Dark brown, caramelised cream sherry and Pedro Ximénez can be paired with nuts, dried fruit, ice cream and date cake, or on its own as a dessert."
desert,"https://www.alko.fi/en/products/316997/Nobleza-Medium-Dry-Sherry/ 
",aperitif,316997,20.0%,25.0 g/l,3.9 g/l,120.0 Kcal / 100ml,17.17 EUR,,,Contains sulphites,bottle,metal screw cap,Williams & Humbert,Altia,general selection,"The sweetness of sherry varies depending on the sherry type. Sherry wines are characterised by a distinctive, slightly oxidised flavour. They often contain hints of ripe apple, toasted nuts and salt. Fino and manzanilla, which age under a layer of flor yeast protecting them from oxygen, are light and dry with light floral and almond notes. Amontillado is an aged fino that has been further matured. Compared to fino, it is darker, richer and nuttier. Oloroso’s sweetness ranges from dry to medium, and it has nut, raisin and toasted flavours. Sweet cream sherries and Pedro Ximénez sherries are thick, syrupy and have caramel flavours.","Yellowy brown, tawny, medium-dry, ripe fruit notes, nutty, hint of almond, warm","Sherries have multiple uses from aperitifs to serving with appetisers and desserts, depending on the sherry type.  Fino is best served chilled from a freshly opened bottle, enjoyed as an aperitif, with savouries or tapas. You can also try fino with sushi. Amontillado is a good match for soups or broths. Brown, nutty, dry oloroso, aged for years in casks without a protective layer of flor, is a perfect match for hard aged cheeses or game and meat dishes with an intense flavour. Dark brown, caramelised cream sherry and Pedro Ximénez can be paired with nuts, dried fruit, ice cream and date cake, or on its own as a dessert."
